order_number,order_date,total_amount,vendor,destination_dc_code
PO-2023-002173,2023-12-14,146828.77,Cisco Systems,DC-DE001
PO-2023-002174,2023-06-06,4220.83,Super Micro Computer,DC-UK001
PO-2023-002175,2023-08-16,10892.1,HPE (Hewlett Packard Enterprise),DC-US015
PO-2023-002176,2023-10-18,220063.87,Dell Technologies,DC-US015
PO-2023-002177,2023-12-20,929806.28,Cisco Systems,DC-NL001
PO-2023-002178,2023-12-15,201499.27,Cisco Systems,DC-UK001
PO-2023-002179,2023-10-16,74845.84,Eaton Corporation,DC-JP001
PO-2023-002180,2023-11-04,383693.71,Super Micro Computer,DC-UK001
PO-2023-002181,2023-11-15,745943.77,HP Enterprise,DC-AU001
PO-2023-002182,2023-09-26,349516.87,HP Enterprise,DC-DE001
PO-2023-002183,2023-04-15,17956.53,Dell Technologies,DC-IN001
PO-2023-002184,2023-12-13,74439.34,Juniper Networks,DC-DE001
PO-2023-002185,2023-05-27,447706.44,Super Micro Computer,DC-NL004
PO-2023-002186,2023-06-24,726.04,HPE (Hewlett Packard Enterprise),DC-UK001
PO-2023-002187,2023-02-11,370246.28,Cisco Systems,DC-IN003
PO-2023-002188,2023-12-11,490141.31,Dell Technologies,DC-IE001
PO-2023-002189,2023-09-04,166665.62,Cisco Systems,DC-US013
PO-2023-002190,2023-07-03,115300.36,HPE (Hewlett Packard Enterprise),DC-US003
PO-2023-002191,2023-10-07,86603.66,Cisco Systems,DC-US001
PO-2023-002192,2023-12-03,555026.52,Dell Technologies,DC-UK001
PO-2023-002193,2023-08-13,60206.77,Schneider Electric,DC-CA001
PO-2023-002194,2023-10-22,908245.73,Dell Technologies,DC-DE001
PO-2023-002195,2023-01-03,182666.97,Super Micro Computer,DC-US009
PO-2023-002196,2023-05-17,193605.05,Lenovo,DC-CA001
PO-2023-002197,2023-01-13,91085.86,Cisco Systems,DC-UK001
PO-2023-002198,2023-05-12,1006387.74,Lenovo,DC-US016
PO-2023-002199,2023-06-16,78.19,Cisco Systems,DC-JP001
PO-2023-002200,2023-04-18,664.76,Dell Technologies,DC-NL001
PO-2023-002201,2023-10-10,13556.49,Cisco Systems,DC-BR001
PO-2023-002202,2023-10-13,20230.53,Eaton Corporation,DC-US003
PO-2023-002203,2023-11-12,275751.98,HPE (Hewlett Packard Enterprise),DC-NL001
PO-2023-002204,2023-03-15,17396.01,Lenovo,DC-US010
PO-2023-002205,2023-03-22,181330.04,Cisco Systems,DC-NL002
PO-2023-002206,2023-02-28,15762.94,Arista Networks,DC-US015
PO-2023-002207,2023-05-06,52856.78,Eaton Corporation,DC-UK001
PO-2023-002208,2023-04-04,1307015.78,Super Micro Computer,DC-DE001
PO-2023-002209,2023-05-12,1154414.34,Cisco Systems,DC-IE001
PO-2023-002210,2023-09-05,57064.38,HPE (Hewlett Packard Enterprise),DC-US003
PO-2023-002211,2023-03-09,49838.8,Cisco Systems,DC-BR001
PO-2023-002212,2023-06-01,100593.8,Cisco Systems,DC-NL001
PO-2023-002213,2023-09-25,111029.88,Dell Technologies,DC-US002
PO-2023-002214,2023-12-13,1108475.03,Cisco Systems,DC-IE001
PO-2023-002215,2023-10-17,793302.26,Dell Technologies,DC-US001
PO-2023-002216,2023-07-19,440515.64,Dell Technologies,DC-IE003
PO-2023-002217,2023-11-17,316181.3,HPE (Hewlett Packard Enterprise),DC-BR001
PO-2023-002218,2023-12-14,11469.57,Cisco Systems,DC-IE001
PO-2023-002219,2023-04-20,64767.97,Dell Technologies,DC-US003
PO-2023-002220,2023-03-04,28942.35,Dell Technologies,DC-US002
PO-2023-002221,2023-06-22,166099.35,Lenovo,DC-NL004
PO-2023-002222,2023-10-08,271.85,Vertiv,DC-BR001
PO-2023-002223,2023-01-23,3988.43,Lenovo,DC-NL001
PO-2023-002224,2023-11-17,3312.31,IBM,DC-IE001
PO-2023-002225,2023-09-02,2863.47,NetApp,DC-JP001
PO-2023-002226,2023-09-17,669674.38,HPE (Hewlett Packard Enterprise),DC-DE001
PO-2023-002227,2023-05-25,180810.39,Dell Technologies,DC-BR003
PO-2023-002228,2023-04-06,259228.13,Supermicro,DC-US001
PO-2023-002229,2023-12-14,202971.56,Cisco Systems,DC-US002
PO-2023-002230,2023-01-04,377143.62,Cisco Systems,DC-DE001
PO-2023-002231,2023-11-21,27482.5,Pure Storage,DC-US005
PO-2023-002232,2023-11-16,396687.69,Cisco Systems,DC-DE002
PO-2023-002233,2023-07-19,6591.34,Pure Storage,DC-NL001
PO-2023-002234,2023-01-27,262459.68,Lenovo,DC-US010
PO-2023-002235,2023-06-27,9513.34,NetApp,DC-JP001
PO-2023-002236,2023-07-04,50721.57,Cisco Systems,DC-CA001
PO-2023-002237,2023-06-13,135195.77,Dell Technologies,DC-BR001
PO-2023-002238,2023-04-22,53407.05,Cisco Systems,DC-US003
PO-2023-002239,2023-04-08,147052.78,Dell Technologies,DC-DE002
PO-2023-002240,2023-12-12,366962.83,Dell Technologies,DC-IE001
PO-2023-002241,2023-05-19,158120.04,Cisco Systems,DC-JP001
PO-2023-002242,2023-01-14,468871.86,Dell Technologies,DC-IE001
PO-2023-002243,2023-07-15,3060.3,Juniper Networks,DC-DE001
PO-2023-002244,2023-04-23,47152.53,Arista Networks,DC-US003
PO-2023-002245,2023-02-22,263731.95,HPE (Hewlett Packard Enterprise),DC-UK001
PO-2023-002246,2023-03-26,73519.05,Cisco Systems,DC-US008
PO-2023-002247,2023-07-02,64615.63,Pure Storage,DC-BR001
PO-2023-002248,2023-07-09,29389.82,Pure Storage,DC-US003
PO-2023-002249,2023-05-26,105267.93,Cisco Systems,DC-US002
PO-2023-002250,2023-07-23,127949.74,Cisco Systems,DC-JP001
PO-2023-002251,2023-07-19,1526244.62,Cisco Systems,DC-NL001
PO-2023-002252,2023-10-23,14926.4,IBM,DC-SG002
PO-2023-002253,2023-08-05,332322.07,Dell Technologies,DC-JP001
PO-2023-002254,2023-10-19,5126.34,Dell Technologies,DC-US004
PO-2023-002255,2023-07-25,1989773.28,Dell Technologies,DC-US002
PO-2023-002256,2023-03-03,215336.3,HPE (Hewlett Packard Enterprise),DC-IE001
PO-2023-002257,2023-11-16,135029.66,HPE (Hewlett Packard Enterprise),DC-JP001
PO-2023-002258,2023-01-20,37183.61,HPE (Hewlett Packard Enterprise),DC-US003
PO-2023-002259,2023-06-16,321309.25,Cisco Systems,DC-DE001
PO-2023-002260,2023-11-08,1746749.9,Dell Technologies,DC-CA001
PO-2023-002261,2023-12-13,378206.06,Dell Technologies,DC-NL004
PO-2023-002262,2023-10-17,1203298.55,HPE (Hewlett Packard Enterprise),DC-NL001
PO-2023-002263,2023-10-15,94464.13,Cisco Systems,DC-IE006
PO-2023-002264,2023-10-06,109794.61,Cisco Systems,DC-US010
PO-2023-003328,2023-12-19,201622.34,Cisco Systems,DC-UK001
PO-2023-002266,2023-10-12,797622.49,Cisco Systems,DC-NL001
PO-2023-002267,2023-11-28,14018.56,Juniper Networks,DC-CA001
PO-2023-002268,2023-11-26,17013.85,HPE (Hewlett Packard Enterprise),DC-BR001
PO-2023-002269,2023-11-12,390332.32,HPE (Hewlett Packard Enterprise),DC-DE001
PO-2023-002270,2023-04-23,549461.17,HPE (Hewlett Packard Enterprise),DC-US001
PO-2023-002271,2023-12-15,644931.46,Cisco Systems,DC-NL001
PO-2023-002272,2023-10-10,539062.16,Lenovo,DC-IE005
PO-2023-002273,2023-07-12,26855.79,Dell Technologies,DC-BR003
PO-2023-002274,2023-10-18,1145861.07,HPE (Hewlett Packard Enterprise),DC-UK002
PO-2023-002275,2023-03-28,62615.27,Lenovo,DC-IE001
PO-2023-002276,2023-02-23,1051300.42,Dell Technologies,DC-NL001
PO-2023-002277,2023-10-17,52851.7,Arista Networks,DC-CA001
PO-2023-002278,2023-10-16,506157.39,Dell Technologies,DC-CA001
PO-2023-002279,2023-12-03,1033113.49,Lenovo,DC-NL001
PO-2023-002280,2023-05-13,95060.89,IBM,DC-US003
PO-2023-002281,2023-08-25,901756.88,Dell Technologies,DC-AU002
PO-2023-002282,2023-12-06,237344.11,Super Micro Computer,DC-US001
PO-2023-002283,2023-10-12,1304167.66,HPE (Hewlett Packard Enterprise),DC-IE001
PO-2023-002284,2023-12-13,271888.24,Cisco Systems,DC-BR001
PO-2023-002285,2023-12-20,1258835.62,HPE (Hewlett Packard Enterprise),DC-JP001
PO-2023-002286,2023-12-05,110977.21,HPE (Hewlett Packard Enterprise),DC-NL001
PO-2023-002287,2023-12-20,108650.79,HP Enterprise,DC-US014
PO-2023-002288,2023-08-25,1680987.97,Dell Technologies,DC-US002
PO-2023-002289,2023-06-01,1294334.68,HPE (Hewlett Packard Enterprise),DC-IN001
PO-2023-002290,2023-10-27,286350.67,Dell Technologies,DC-US001
PO-2023-002291,2023-12-08,442679.5,Super Micro Computer,DC-US010
PO-2023-002292,2023-08-26,321042.76,HPE (Hewlett Packard Enterprise),DC-US005
PO-2023-002293,2023-10-19,39604.48,Schneider Electric,DC-IN003
PO-2023-002294,2023-05-18,264819.74,HPE (Hewlett Packard Enterprise),DC-BR001
PO-2023-002295,2023-02-26,37665.85,Schneider Electric,DC-US002
PO-2023-002296,2023-09-25,275958.59,Cisco Systems,DC-NL001
PO-2023-002297,2023-12-12,2569364.02,Dell Technologies,DC-JP001
PO-2023-002298,2023-11-06,466530.21,Lenovo,DC-BR001
PO-2023-002299,2023-07-26,171803.92,Lenovo,DC-US016
PO-2023-002300,2023-05-04,224918.03,Cisco Systems,DC-US016
PO-2023-002301,2023-06-24,123909.61,Cisco Systems,DC-CA001
PO-2023-002302,2023-12-07,133301.6,Cisco Systems,DC-US001
PO-2023-002303,2023-01-19,331229.83,HPE (Hewlett Packard Enterprise),DC-NL004
PO-2023-002304,2023-06-07,212936.22,Super Micro Computer,DC-JP001
PO-2023-002305,2023-04-16,280118.04,Cisco Systems,DC-DE003
PO-2023-002306,2023-10-08,390257.23,Lenovo,DC-BR001
PO-2023-002307,2023-12-08,140408.04,Supermicro,DC-US011
PO-2023-002308,2023-12-11,967142.03,Cisco Systems,DC-US003
PO-2023-002309,2023-12-23,269141.44,Dell Technologies,DC-US002
PO-2023-002310,2023-12-23,33615.54,Super Micro Computer,DC-US002
PO-2023-002311,2023-03-21,29694.14,Schneider Electric,DC-IN002
PO-2023-002312,2023-10-09,39958.78,Lenovo,DC-IE001
PO-2023-002313,2023-05-21,4183388.05,Dell Technologies,DC-US003
PO-2023-002314,2023-11-03,147181.46,Lenovo,DC-NL001
PO-2023-002315,2023-11-22,2642128.01,HP Enterprise,DC-US001
PO-2023-002316,2023-11-08,525244.75,HPE (Hewlett Packard Enterprise),DC-IN001
PO-2023-002317,2023-09-05,46322.19,Arista Networks,DC-UK001
PO-2023-002318,2023-09-25,410689.47,HPE (Hewlett Packard Enterprise),DC-AU002
PO-2023-002319,2023-03-13,142512.14,Dell Technologies,DC-BR001
PO-2023-002320,2023-10-25,4068.31,IBM,DC-US017
PO-2023-002321,2023-06-11,110190.81,Dell Technologies,DC-DE001
PO-2023-002322,2023-10-09,564059.57,HPE (Hewlett Packard Enterprise),DC-SG003
PO-2023-002323,2023-01-11,1333.86,Lenovo,DC-NL001
PO-2023-002324,2023-02-02,3559291.82,HPE (Hewlett Packard Enterprise),DC-IE006
PO-2023-002325,2023-07-26,715310.55,HPE (Hewlett Packard Enterprise),DC-IE001
PO-2023-002326,2023-10-18,169387.59,Dell Technologies,DC-US003
PO-2023-002327,2023-12-27,5706.88,Lenovo,DC-FR001
PO-2023-002328,2023-03-26,331634.99,Dell Technologies,DC-DE001
PO-2023-002329,2023-12-03,487569.99,Cisco Systems,DC-DE001
PO-2023-002330,2023-10-16,451138.32,Super Micro Computer,DC-NL001
PO-2023-002331,2023-10-05,1929464.06,Cisco Systems,DC-US002
PO-2023-002332,2023-03-19,2546640.64,HPE (Hewlett Packard Enterprise),DC-US011
PO-2023-002333,2023-05-17,220834.62,Dell Technologies,DC-US001
PO-2023-002334,2023-12-18,909843.71,Dell Technologies,DC-NL001
PO-2023-002335,2023-12-12,215078.72,Dell Technologies,DC-US001
PO-2023-002336,2023-11-09,291557.84,Dell Technologies,DC-JP001
PO-2023-002337,2023-05-25,303784.63,Cisco Systems,DC-JP001
PO-2023-002338,2023-05-05,47977.72,Dell Technologies,DC-DE001
PO-2023-002339,2023-12-01,2821287.51,HPE (Hewlett Packard Enterprise),DC-US002
PO-2023-002340,2023-10-03,1500722.19,HPE (Hewlett Packard Enterprise),DC-IE001
PO-2023-002341,2023-07-18,245422.76,Dell Technologies,DC-NL001
PO-2023-002342,2023-04-25,45108.05,Cisco Systems,DC-US002
PO-2023-002343,2023-12-22,928947.87,HPE (Hewlett Packard Enterprise),DC-US015
PO-2023-002344,2023-12-19,199817.23,Dell Technologies,DC-AU002
PO-2023-002345,2023-06-05,188134.91,HPE (Hewlett Packard Enterprise),DC-NL001
PO-2023-002346,2023-11-04,267034.5,Dell Technologies,DC-IE001
PO-2023-002347,2023-12-08,2894689.23,Cisco Systems,DC-DE001
PO-2023-002348,2023-07-07,1509153.63,Dell Technologies,DC-BR001
PO-2023-002349,2023-11-25,583641.54,Cisco Systems,DC-IE001
PO-2023-002350,2023-11-26,452272.95,Lenovo,DC-JP001
PO-2023-002351,2023-12-17,3960715.98,Dell Technologies,DC-NL001
PO-2023-002352,2023-11-28,579888.67,Lenovo,DC-SG002
PO-2023-002353,2023-11-06,387158.75,HPE (Hewlett Packard Enterprise),DC-CA001
PO-2023-002354,2023-07-08,2628.86,Arista Networks,DC-US001
PO-2023-002355,2023-06-04,81113.16,Juniper Networks,DC-UK001
PO-2023-002356,2023-09-22,340350.62,HPE (Hewlett Packard Enterprise),DC-AU003
PO-2023-002357,2023-12-11,1263597.08,Dell Technologies,DC-US001
PO-2023-002358,2023-02-27,7455.56,HPE (Hewlett Packard Enterprise),DC-US002
PO-2023-002359,2023-06-02,869497.23,Cisco Systems,DC-DE003
PO-2023-002360,2023-02-02,87741.96,Supermicro,DC-US006
PO-2023-002361,2023-07-14,1592638.03,Lenovo,DC-US013
PO-2023-002362,2023-08-28,96986.26,Cisco Systems,DC-BR001
PO-2023-002363,2023-09-11,247681.89,Lenovo,DC-US003
PO-2023-002364,2023-05-04,298.27,Dell Technologies,DC-US001
PO-2023-002365,2023-12-02,60693.25,Vertiv,DC-US003
PO-2023-002366,2023-11-08,195930.66,Cisco Systems,DC-UK001
PO-2023-002367,2023-01-26,862279.82,Dell Technologies,DC-UK001
PO-2023-002368,2023-06-07,7798.06,Lenovo,DC-IE001
PO-2023-002369,2023-03-03,375611.77,Lenovo,DC-FR001
PO-2023-002370,2023-06-24,720236.36,Super Micro Computer,DC-US003
PO-2023-002371,2023-03-06,245089.96,Lenovo,DC-US002
PO-2023-002372,2023-08-03,206553.36,Cisco Systems,DC-US017
PO-2023-000636,2023-10-03,405683.78,Dell Technologies,DC-US002
PO-2023-002374,2023-12-17,3436.07,Vertiv,DC-UK001
PO-2023-002375,2023-06-11,101129.23,Cisco Systems,DC-IE001
PO-2023-002376,2023-06-15,20400.09,Dell Technologies,DC-BR001
PO-2023-002377,2023-07-27,265498.64,HPE (Hewlett Packard Enterprise),DC-CA001
PO-2023-002378,2023-08-06,62571.98,Super Micro Computer,DC-US003
PO-2023-002379,2023-12-28,361298.6,Cisco Systems,DC-US011
PO-2023-002380,2023-05-24,40458.96,IBM,DC-IE001
PO-2023-002381,2023-10-15,194607.98,Cisco Systems,DC-BR002
PO-2023-002382,2023-07-04,47534.86,Pure Storage,DC-US002
PO-2023-002383,2023-10-07,554233.76,Dell Technologies,DC-US003
PO-2023-002384,2023-08-01,63991.8,Dell Technologies,DC-NL001
PO-2023-002385,2023-12-02,652281.61,HPE (Hewlett Packard Enterprise),DC-US013
PO-2023-002386,2023-06-21,41667.5,Juniper Networks,DC-DE001
PO-2023-002387,2023-12-16,1851413.17,Dell Technologies,DC-NL002
PO-2023-002388,2023-11-25,597915.02,Cisco Systems,DC-IE001
PO-2023-000915,2023-03-22,4968.43,Lenovo,DC-BR002
PO-2023-002390,2023-09-19,1885237.49,Dell Technologies,DC-SG001
PO-2023-002391,2023-12-18,232171.17,Lenovo,DC-BR001
PO-2023-002392,2023-10-24,35639.52,Vertiv,DC-US003
PO-2023-002393,2023-04-09,103438.65,Dell Technologies,DC-US003
PO-2023-002394,2023-12-03,386187.71,Super Micro Computer,DC-CA001
PO-2023-002395,2023-09-20,463278.63,HPE (Hewlett Packard Enterprise),DC-US011
PO-2023-002396,2023-10-05,130124.34,Dell Technologies,DC-JP001
PO-2023-002397,2023-01-12,220801.23,Super Micro Computer,DC-NL001
PO-2023-002398,2023-10-13,1201337.5,HPE (Hewlett Packard Enterprise),DC-US016
PO-2023-000900,2023-10-17,106207.0,Lenovo,DC-IE001
PO-2023-002400,2023-11-28,1182492.39,Dell Technologies,DC-JP001
PO-2023-002401,2023-08-16,58.12,Cisco Systems,DC-DE001
PO-2023-002402,2023-04-20,108104.39,Cisco Systems,DC-BR001
PO-2023-002403,2023-10-25,29876.13,Cisco Systems,DC-UK001
PO-2023-002404,2023-04-08,640120.03,Dell Technologies,DC-DE001
PO-2023-002405,2023-06-04,359987.04,Dell Technologies,DC-BR001
PO-2023-002406,2023-11-27,1059266.19,Dell Technologies,DC-IE001
PO-2023-002407,2023-04-09,791407.99,Lenovo,DC-BR001
PO-2023-002408,2023-11-11,2102432.55,Dell Technologies,DC-UK001
PO-2023-002409,2023-02-27,37484.87,HPE (Hewlett Packard Enterprise),DC-UK001
PO-2023-001139,2023-01-25,193709.29,HPE (Hewlett Packard Enterprise),DC-US003
PO-2023-002411,2023-05-09,39140.17,Dell Technologies,DC-IE002
PO-2023-002412,2023-10-25,96102.7,NetApp,DC-US003
PO-2023-002413,2023-04-12,1435587.12,Lenovo,DC-JP001
PO-2023-000223,2023-02-10,278487.85,Lenovo,DC-NL002
PO-2023-002415,2023-10-26,224793.02,Super Micro Computer,DC-IN001
PO-2023-002416,2023-12-04,202836.43,Dell Technologies,DC-NL002
PO-2023-002417,2023-06-22,23463.92,Vertiv,DC-US010
PO-2023-002418,2023-12-23,610585.05,HPE (Hewlett Packard Enterprise),DC-BR001
PO-2023-002419,2023-05-01,881891.73,HPE (Hewlett Packard Enterprise),DC-US002
PO-2023-002420,2023-10-13,94404.95,Pure Storage,DC-DE001
PO-2023-002421,2023-07-07,16661.69,Arista Networks,DC-IE001
PO-2023-002422,2023-10-08,1490890.69,Cisco Systems,DC-UK001
PO-2023-002423,2023-10-20,2444180.66,Dell Technologies,DC-UK001
PO-2023-002424,2023-06-09,256783.91,Super Micro Computer,DC-JP002
PO-2023-002425,2023-09-17,3272.41,IBM,DC-BR001
PO-2023-002426,2023-05-22,8393.28,Cisco Systems,DC-IE001
PO-2023-002427,2023-10-19,240720.6,Lenovo,DC-BR001
PO-2023-002428,2023-03-14,52784.3,Arista Networks,DC-US015
PO-2023-002429,2023-08-01,279229.99,Cisco Systems,DC-US001
PO-2023-002430,2023-12-17,1016054.52,HPE (Hewlett Packard Enterprise),DC-IE001
PO-2023-002431,2023-02-17,488.38,Pure Storage,DC-US001
PO-2023-002432,2023-01-12,122306.49,Dell Technologies,DC-US001
PO-2023-002433,2023-01-14,124848.44,Cisco Systems,DC-NL001
PO-2023-002434,2023-01-05,304015.06,Dell Technologies,DC-US002
PO-2023-002435,2023-05-15,195345.63,Dell Technologies,DC-NL004
PO-2023-002436,2023-12-21,1180212.34,Dell Technologies,DC-AU003
PO-2023-002437,2023-05-01,75083.19,HPE (Hewlett Packard Enterprise),DC-DE003
PO-2023-002438,2023-09-05,321793.79,Cisco Systems,DC-UK001
PO-2023-002439,2023-05-10,351333.97,Lenovo,DC-US011
PO-2023-002440,2023-11-20,3169.09,Cisco Systems,DC-IE001
PO-2023-002441,2023-10-06,187097.41,Dell Technologies,DC-AU004
PO-2023-002442,2023-03-12,13009.77,Dell Technologies,DC-NL001
PO-2023-002443,2023-09-27,45212.51,Lenovo,DC-AU001
PO-2023-002444,2023-11-18,560791.2,Dell Technologies,DC-CA001
PO-2023-002445,2023-11-26,348742.21,Super Micro Computer,DC-CA001
PO-2023-002446,2023-01-18,207554.82,Dell Technologies,DC-BR001
PO-2023-002447,2023-12-20,5716999.34,HPE (Hewlett Packard Enterprise),DC-DE001
PO-2023-002448,2023-07-18,18636.1,HP Enterprise,DC-IE006
PO-2023-002449,2023-03-28,28769.02,Cisco Systems,DC-UK001
PO-2023-002450,2023-08-23,56997.75,Lenovo,DC-US001
PO-2023-002451,2023-11-03,254.55,Super Micro Computer,DC-US004
PO-2023-002452,2023-11-24,458878.91,HPE (Hewlett Packard Enterprise),DC-BR001
PO-2023-002453,2023-12-11,16615.89,Schneider Electric,DC-BR001
PO-2023-000239,2023-09-01,3788.83,Arista Networks,DC-SG001
PO-2023-002455,2023-12-11,96241.54,Vertiv,DC-UK001
PO-2023-002456,2023-09-14,573852.19,Cisco Systems,DC-US009
PO-2023-002457,2023-12-03,127134.55,Dell Technologies,DC-JP001
PO-2023-002458,2023-12-03,95874.19,HPE (Hewlett Packard Enterprise),DC-US002
PO-2023-002459,2023-05-03,239494.19,Cisco Systems,DC-DE003
PO-2023-002460,2023-07-04,36268.99,Cisco Systems,DC-US001
PO-2023-002461,2023-08-18,66857.91,Lenovo,DC-IE001
PO-2023-002462,2023-12-27,1635984.52,Dell Technologies,DC-CA001
PO-2023-002463,2023-12-02,3271.69,Cisco Systems,DC-US001
PO-2023-002464,2023-04-05,2427.11,Dell Technologies,DC-US002
PO-2023-002465,2023-02-27,72421.89,Dell Technologies,DC-IE006
PO-2023-002466,2023-05-09,1737794.65,HPE (Hewlett Packard Enterprise),DC-IE004
PO-2023-002467,2023-01-24,115001.74,Dell Technologies,DC-US003
PO-2023-002468,2023-10-11,263442.84,HPE (Hewlett Packard Enterprise),DC-US003
PO-2023-002469,2023-01-18,160961.17,HPE (Hewlett Packard Enterprise),DC-CA001
PO-2023-002470,2023-09-16,286674.64,Dell Technologies,DC-DE001
PO-2023-002471,2023-04-12,3959.99,Juniper Networks,DC-US001
PO-2023-002472,2023-10-15,1012917.35,Super Micro Computer,DC-NL002
PO-2023-002473,2023-06-15,44824.49,Dell Technologies,DC-US001
PO-2023-002474,2023-08-23,38258.85,Lenovo,DC-IE002
PO-2023-002475,2023-12-11,254670.84,Dell Technologies,DC-DE001
PO-2023-002476,2023-11-16,223536.55,Dell Technologies,DC-US005
PO-2023-002477,2023-01-07,39307.18,IBM,DC-CA001
PO-2023-002478,2023-02-18,47248.05,Pure Storage,DC-US001
PO-2023-002479,2023-08-14,38046.29,Super Micro Computer,DC-US002
PO-2023-002480,2023-12-11,363734.88,Cisco Systems,DC-US002
PO-2023-002481,2023-01-18,155393.07,Dell Technologies,DC-NL001
PO-2023-002482,2023-02-21,263910.94,Lenovo,DC-US002
PO-2023-002483,2023-12-09,1501741.86,HPE (Hewlett Packard Enterprise),DC-US001
PO-2023-002484,2023-10-16,128466.35,Dell Technologies,DC-US003
PO-2023-002485,2023-05-07,729141.32,Cisco Systems,DC-US002
PO-2023-002486,2023-11-24,527864.95,HP Enterprise,DC-BR001
PO-2023-002487,2023-08-03,182554.29,Pure Storage,DC-JP001
PO-2023-002488,2023-10-01,1600378.94,Super Micro Computer,DC-IE005
PO-2023-002489,2023-11-17,179735.24,Cisco Systems,DC-DE001
PO-2023-002490,2023-10-04,12331.53,Super Micro Computer,DC-UK001
PO-2023-002491,2023-09-03,381784.37,Dell Technologies,DC-CA001
PO-2023-002492,2023-11-06,143092.55,Supermicro,DC-DE001
PO-2023-002493,2023-02-19,47926.87,Arista Networks,DC-UK001
PO-2023-002494,2023-08-15,140395.03,HPE (Hewlett Packard Enterprise),DC-CA001
PO-2023-002495,2023-10-24,353397.33,Cisco Systems,DC-US004
PO-2023-002496,2023-11-12,69413.64,Cisco Systems,DC-JP002
PO-2023-002497,2023-06-11,968010.36,Dell Technologies,DC-CA001
PO-2023-002498,2023-11-07,196469.1,Cisco Systems,DC-JP001
PO-2023-002499,2023-02-01,18808.58,IBM,DC-US016
PO-2023-002500,2023-05-24,2845824.06,HPE (Hewlett Packard Enterprise),DC-SG002
PO-2023-002501,2023-09-05,5090.7,NetApp,DC-IE001
PO-2023-002502,2023-05-24,329091.59,Dell Technologies,DC-BR001
PO-2023-002503,2023-06-08,80863.12,Vertiv,DC-NL001
PO-2023-002504,2023-11-11,161373.96,Cisco Systems,DC-JP001
PO-2023-002505,2023-07-07,589063.49,Dell Technologies,DC-US003
PO-2023-002506,2023-05-18,7074.71,Cisco Systems,DC-BR001
PO-2023-002507,2023-04-07,464022.02,Lenovo,DC-CA001
PO-2023-002508,2023-11-22,91253.24,Juniper Networks,DC-US011
PO-2023-002509,2023-02-28,71699.74,IBM,DC-BR002
PO-2023-002510,2023-10-11,421000.24,Cisco Systems,DC-IN001
PO-2023-002511,2023-10-04,38197.98,HPE (Hewlett Packard Enterprise),DC-NL001
PO-2023-002512,2023-03-09,1766337.85,Dell Technologies,DC-DE001
PO-2023-002513,2023-02-19,218035.12,Cisco Systems,DC-DE001
PO-2023-002514,2023-08-16,328400.06,Cisco Systems,DC-US002
PO-2023-002515,2023-10-05,51115.61,Pure Storage,DC-NL001
PO-2023-002516,2023-10-14,886338.65,Dell Technologies,DC-UK002
PO-2023-002517,2023-12-17,294947.33,Dell Technologies,DC-NL001
PO-2023-002518,2023-04-13,62540.24,Cisco Systems,DC-DE001
